,username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,sentiment,len
136,yoalpefri,2019-02-22 01:02:00,0,0,Tic Tac Tic Tac... Hoy empieza la esperanza... # venezuela VAS BIEN... VAS MUY BIEN... Ahora Paciencia q pa' eso Sí que somos Buenos días desde # guaido # venezuelalibre # maduro # ayudahumanitaria # madrid # 23ene # 23f $/#2019 https://www.facebook.com/yonnerp/videos/10216561725367900/ …,,,# # # # # # # # #2019,1098825325197385729,https://twitter.com/yoalpefri/status/1098825325197385729,0.5213209266039243,289
137,ElSc0ut,2019-02-22 00:55:00,1,2,# 23F # AyudaHumanitaria # Venezuela # madurousurpador # fanbpic.twitter.com/L5l4i8SFNs,,,# # # # #,1098823689708208130,https://twitter.com/ElSc0ut/status/1098823689708208130,0.20217078052843157,87
138,CisnerosComedy,2019-02-22 00:49:00,0,2,"Un mensaje para Venezuela, y todo el que necesite ayuda. Confía. La ayuda llegará. # vamosbien # venezuela # ayuda @ VenezuelaAid @ jguaido # 22f # 23f # ayudahumanitaria # libertad en Venezuela https://www.instagram.com/p/BuLEP6VlhgB/?utm_source=ig_twitter_share&igshid=1cbsxkk4gd72c …",,@ @,# # # # # # #,1098821991379947520,https://twitter.com/CisnerosComedy/status/1098821991379947520,0.05470344297531243,286
139,CSMaldonado,2019-02-22 00:30:00,42,154,"Del # 23F en # Venezuela al # 27F en # Nicaragua. Días de vértigo. Trascendentales para dos países, dos sátrapas y un continente. Sujétense el cinturón, que esto apenas empieza.",,,# # # #,1098817178885869568,https://twitter.com/CSMaldonado/status/1098817178885869568,0.12380170066905807,177
140,SchulerStefanie,2019-02-22 00:25:00,18,18,Pour suivre les prochaines heures et jours à la frontière entre le # Venezuela et la # Colombie alors que Juan Guaidó a annoncé l’arrivée de l’aide humanitaire ce samedi # 23F: @ normandmarie. A Caracas: @ BenjiDelylo. Leurs reportages et analyse sont à écouter sur @ RFIhttps://twitter.com/normandmarie/status/1098811623161106433 …,,@ @ @,# # #,1098816065277173761,https://twitter.com/SchulerStefanie/status/1098816065277173761,0.00011744839614833215,332
141,normandmarie,2019-02-22 00:14:00,2,3,"Le député de l’opposition Lester Toledo est venu quelques minutes sur le pont, pour inviter les Vénézuéliens à se joindre samedi au mouvement qui veut tenter de faire rentrer l’aide humanitaire - US surtout - au # Venezuela. « Trop dangereux », répondent certains # 23F # Cúcutapic.twitter.com/JRgYM9VeSG",,,# # #,1098813376858329088,https://twitter.com/normandmarie/status/1098813376858329088,0.0014754285889232817,304
142,soldadod_Jesus,2019-02-21 23:44:00,0,1,# Intercesión # OremosPorVenezuela # IntercesoresMundiales # Venezuela # CrisisEnVenezuela # 23F pic.twitter.com/MspzGYiIUT,,,# # # # # #,1098805709595205632,https://twitter.com/soldadod_Jesus/status/1098805709595205632,0.926992966734901,123
143,ocastroc91,2019-02-21 23:41:00,0,0,# 23FNoHayVueltaAtras # 23FVzlaALosCuartelesEnPaz # 23F # 22Feb # AyudaHumanitaria # AyudaHumanitariaVenezuela # Venezuela # EEUU # venezolanosenchile # venezolanosenargentina # VenezolanosenColombiahttps://twitter.com/ocastroc91/status/1098793293440262144 …,,,# # # # # # # # # # #,1098805032697384960,https://twitter.com/ocastroc91/status/1098805032697384960,0.22924200852190832,258
144,seodyssey,2019-02-21 23:37:00,0,0,"Miguel tiene un cuadro de desnutrición severa y necesita alimentos proteicos, está recibiendo nutrición Parenteral. ¡¡Qué inmoral eres maduro!! # 23F # Venezuela @ GotasEVzlapic.twitter.com/m7Bzko5MYt",,@,# #,1098803988089225218,https://twitter.com/seodyssey/status/1098803988089225218,0.001024097395201434,200
145,picon1969,2019-02-21 23:36:00,1,2,# Represión @ marcorubio @ StateDept @ Almagro_OEA2015 @ POTUS @ VP @ MarioDB # Venezuela # 23F https://twitter.com/NTN24ve/status/1098781815496732672 …,,@ @ @ @ @ @,# # #,1098803778378182656,https://twitter.com/picon1969/status/1098803778378182656,0.02138664181842728,152
146,lilimilano,2019-02-21 23:30:00,0,1,"Resistan por favor resistan que falta poco! # venezuela # 23f en Pembroke Pines, Florida https://www.instagram.com/p/BuK7IbPHBzK/?utm_source=ig_twitter_share&igshid=tkowexbpbka7 …",,,# #,1098802278067261440,https://twitter.com/lilimilano/status/1098802278067261440,0.9174823203429575,179
147,cronicafemenina,2019-02-21 23:28:00,2,0,# AyudaHumanitaria # 21feb # Venezuela # 23F https://twitter.com/CaraotaDigital/status/1098798252697235456 …,,,# # # #,1098801637559361537,https://twitter.com/cronicafemenina/status/1098801637559361537,0.22293535464429867,108
148,AndyBravoR,2019-02-21 23:13:00,0,1,Pondrán a prueba las fuerzas de # Venezuela ya veremos el desarrollo de la película. Se estrena éste # 23F,,,# #,1098797809791365120,https://twitter.com/AndyBravoR/status/1098797809791365120,0.7212294661146001,106
149,GregoryMJS,2019-02-21 23:07:00,1,2,"Atentos venezolanos. Estas horas son cruciales. Cada uno de nosotros sea protagonista de lucha, presencia en recuperar nuestra patria. Vamos bien # Venezuela . No decaer... # ayudahumanitaria # VenezuelaAidLive # noticias # Venezolanos # 23F # Guaidopic.twitter.com/1xboHU1M1e",,,# # # # # # #,1098796490494001152,https://twitter.com/GregoryMJS/status/1098796490494001152,0.7224473059576593,276
150,GregoryMJS,2019-02-21 23:04:00,0,1,Horas cruciales. Atentos con la información. Sólo retwittear información de cuentas oficiales y filtren bien el contenido. En este espacio debemos sumar y ayudar. # VamosBien # VENEZUELA # Guaido # Venezolanos # VenezuelaAidLive # 23F,,,# # # # # #,1098795701004353539,https://twitter.com/GregoryMJS/status/1098795701004353539,0.12240376354969544,234
151,ocastroc91,2019-02-21 22:55:00,0,0,"Hugo Pollo Carvajal, militar y politico de larga data del chavismo y uno de los grandes ejecutores de la corrupción en # Venezuela, fue rescatado"" en 2014 por el régimen de ser extraditado a # USA. hoy reconoce a @ jguaido y ""no apoya"" a la ANC. ¿por que lo hizo? # 23F # 22Feb""",,@,# # # #,1098793293440262144,https://twitter.com/ocastroc91/status/1098793293440262144,0.003397986541405792,278
152,ocastroc91,2019-02-21 22:55:00,0,0,"el Pollo Carvajal decidió escuchar las palabras de Marco Rubio, aceptando que no quiere pasar el resto de su vida apresado o huyendo. ¿otra rata que abandona el barco? # Venezuela JAMAS olvidará tu nombre... querido amigo pollo # 22Feb # 23FNoHayVueltaAtras # 23F",,,# # # #,1098793292408516608,https://twitter.com/ocastroc91/status/1098793292408516608,0.01717497026311707,263
153,LaGuara81,2019-02-21 22:51:00,0,0,@ trafficLARA por la # Libertad por # Venezuela por la # Democracias por nuestros # Niños por nuestros # Abuelos por la # Familia por los # Exiliados por los # PresosPoliticos por # Todos los que hemos # Resistido aqui y por los que tuvieron qie # Irse # 23F # Larahttps://twitter.com/elimpulsocom/status/1098788972782895104 …,,@,# # # # # # # # # # # # #,1098792411378171904,https://twitter.com/LaGuara81/status/1098792411378171904,0.8185480919088967,326
154,xavier_torrens,2019-02-21 22:26:00,33,55,"Los 2 caminos de # Venezuela 1° Recibir # AyudaVenezuela # AidVenezuela de la # CaravanaHumanitaria 2° Matanza de # venezolanos por dictadura de Maduro en # Vzla con hambruna, como hizo Stalin o Mao # 23FNoHayVueltaAtras # 23F # 23Feb # 22Feb # 21feb # VamosMuyBienVzla # SíoSípic.twitter.com/F9jViOeVEH",,,# # # # # # # # # # # # #,1098786043594244096,https://twitter.com/xavier_torrens/status/1098786043594244096,0.01802681542726266,303
155,jesusferrinf5,2019-02-21 22:09:00,0,0,Vamos todos # sinmiedo # Venezuela # AvalanchaHumanitaria # 23F https://twitter.com/jguaido/status/1098776119216615425 …,,,# # # #,1098781728884314112,https://twitter.com/jesusferrinf5/status/1098781728884314112,0.43490554815378757,120
156,renesolarte,2019-02-21 22:08:00,0,0,"Lo que si va quedando claro es que muchos Chavistas hoy arrepentidos eran leales a un Chávez rico y nunca lo fueron a Maduro, y la lealtad de ellos a un Chávez pobre y sin recursos la pondría en duda. Amor con hambre no dura. # 23FVzlaALaCalle # Venezuela Pollo Carvajal # 23F",,,# # #,1098781430782537728,https://twitter.com/renesolarte/status/1098781430782537728,0.004119889447880485,276
157,VeSeisPuntoCero,2019-02-21 22:04:00,0,0,Primera vez en la historia venezolana que el uniforme militar no inspira respeto. Muy triste que la # FANB usen las armas del pueblo para defender una ideología. # 23F # Venezuela,,,# # #,1098780571411582977,https://twitter.com/VeSeisPuntoCero/status/1098780571411582977,0.01267162409228212,179
158,VeSeisPuntoCero,2019-02-21 22:03:00,0,1,Primera vez en la historia venezolana que el uniforme militar no inspira respeto. Muy triste que la # FANB usen las armas del pueblo para defender una ideología. # 23F # Venezuela,,,# # #,1098780314799915008,https://twitter.com/VeSeisPuntoCero/status/1098780314799915008,0.01267162409228212,179
159,AlejaLSuarez,2019-02-21 22:02:00,0,0,@ petrogustavo # 23F # Colombia # VenezuelaAidLive # Venezuela https://twitter.com/ElChinoTzu/status/1098767031283998720 …,,@,# # # #,1098780125397770240,https://twitter.com/AlejaLSuarez/status/1098780125397770240,0.3573939275066913,122
160,AlejaLSuarez,2019-02-21 22:02:00,0,0,@ petrogustavo # 23F # Colombia # VenezuelaAidLive # Venezuela https://twitter.com/ElChinoTzu/status/1098766726819389441 …,,@,# # # #,1098779989774921734,https://twitter.com/AlejaLSuarez/status/1098779989774921734,0.3573939275066913,122
161,AlejaLSuarez,2019-02-21 22:00:00,0,0,@ petrogustavo # 23F # Colombia # Venezuela https://twitter.com/ElChinoTzu/status/1098764983582769152 …,,@,# # #,1098779582403170305,https://twitter.com/AlejaLSuarez/status/1098779582403170305,0.3573939275066913,103
162,Nia_Zamorita,2019-02-21 21:52:00,0,0,Marcos H. López director de HERCON Consultores # Venezuela se refiere al estado # PerderPerder en el que se encuentra # NicolásMaduro # UnidosPor Venezuela # 23F # SoldadoEscucha… https://www.instagram.com/p/BuKwB-_lpax/?utm_source=ig_twitter_share&igshid=1ukpgtixdgmbl …,,,# # # # # #,1098777533128921089,https://twitter.com/Nia_Zamorita/status/1098777533128921089,0.020717263709120037,271
163,VeSeisPuntoCero,2019-02-21 21:52:00,0,0,Primera vez en la historia venezolana que el uniforme militar no inspira respeto. Muy triste que la # FANB usen las armas del pueblo para defender una ideología. # 23F # Venezuela,,,# # #,1098777513235488769,https://twitter.com/VeSeisPuntoCero/status/1098777513235488769,0.01267162409228212,179
164,VeSeisPuntoCero,2019-02-21 21:50:00,0,0,Primera vez en la historia venezolana que el uniforme militar no inspira respeto. Muy triste que la # FANB usen las armas del pueblo para defender una ideología. # 23F # Venezuela,,,# # #,1098777048598892544,https://twitter.com/VeSeisPuntoCero/status/1098777048598892544,0.01267162409228212,179
165,nugospo,2019-02-21 21:46:00,0,0,@ NicolasMaduro @ dcabellor cerdos sin alma... # 22F # 23F # Venezuela https://twitter.com/LibrePe12445019/status/1098727691417804800 …,,@ @,# # #,1098775931626369024,https://twitter.com/nugospo/status/1098775931626369024,0.021294171326124486,135
166,VeSeisPuntoCero,2019-02-21 21:42:00,0,0,Primera vez en la historia venezolana que el uniforme militar no inspira respeto. Muy triste que la # FANB usen las armas del pueblo para defender una ideología. # 23F # Venezuela,,,# # #,1098774893246730240,https://twitter.com/VeSeisPuntoCero/status/1098774893246730240,0.01267162409228212,179
167,VeSeisPuntoCero,2019-02-21 21:41:00,0,2,Primera vez en la historia venezolana que el uniforme militar no inspira respeto. Muy triste que la # FANB usen las armas del pueblo para defender una ideología. # 23F # Venezuela,,,# # #,1098774793636270081,https://twitter.com/VeSeisPuntoCero/status/1098774793636270081,0.01267162409228212,179
168,VeSeisPuntoCero,2019-02-21 21:40:00,1,2,Primera vez en la historia venezolana que el uniforme militar no inspira respeto. Muy triste que la # FANB usen las armas del pueblo para defender una ideología. # 23F # Venezuela,,,# # #,1098774525662150657,https://twitter.com/VeSeisPuntoCero/status/1098774525662150657,0.01267162409228212,179
169,VeSeisPuntoCero,2019-02-21 21:40:00,0,0,Primera vez en la historia venezolana que el uniforme militar no inspira respeto. Muy triste que la # FANB usen las armas del pueblo para defender una ideología. # 23F # Venezuela,,,# # #,1098774461267017728,https://twitter.com/VeSeisPuntoCero/status/1098774461267017728,0.01267162409228212,179
170,VeSeisPuntoCero,2019-02-21 21:35:00,0,1,Primera vez en la historia venezolana que el uniforme militar no inspira respeto. Muy triste que la # FANB usen las armas del pueblo para defender una ideología. # 23F # Venezuela,,,# # #,1098773171568820224,https://twitter.com/VeSeisPuntoCero/status/1098773171568820224,0.01267162409228212,179
171,VeSeisPuntoCero,2019-02-21 21:34:00,0,0,Primera vez en la historia venezolana que el uniforme militar no inspira respeto. Muy triste que la # FANB usen las armas del pueblo para defender una ideología. # 23F # Venezuela,,,# # #,1098773102039916544,https://twitter.com/VeSeisPuntoCero/status/1098773102039916544,0.01267162409228212,179
172,RALP2021,2019-02-21 21:32:00,0,1,# 23F ¿Capítulo final u otra temporada más de esta serie llamada # Venezuela? Comparta sus opiniones.,,,# #,1098772480255242245,https://twitter.com/RALP2021/status/1098772480255242245,0.598944715633248,101
173,Venezolanonews,2019-02-21 21:24:00,3,2,Lester Toledo: ayuda humanitaria entrará a Venezuela desde cuatro puntos el # 23F - http://bit.ly/2GIo5td # EVNews # Venezuela # AyudaHumanitaria,,,# # # #,1098770476858568705,https://twitter.com/Venezolanonews/status/1098770476858568705,0.4009238316908659,145
174,geishatorres,2019-02-21 21:21:00,3,2,"El Gran Gato de Venezuela vamos bien # 23f # ayudahumanitaria # andresgalarraga # venezuela # deportistas # beisbol # Repost @ ntn24ve with get_repost ・・・ El gran Gato"" , Andrés… https://www.instagram.com/p/BuKsTBJgnem/?utm_source=ig_twitter_share&igshid=1277953bzkhvu …""",,@,# # # # # # #,1098769697858699264,https://twitter.com/geishatorres/status/1098769697858699264,0.3256551554102816,271
175,ArielMoreno16,2019-02-21 21:08:00,0,0,# Venezuela El mundo completo está comprometido con su libertad y democracia # VenezuelaAidLive # VenezuelaLiveAid Digan no a @ NicolasMaduro @ ConElMazoDando @ dcabellor # 23F # 23FNoHayVueltaAtrashttps://twitter.com/jguaido/status/1098744110326910976 …,,@ @ @,# # # # #,1098766481331011584,https://twitter.com/ArielMoreno16/status/1098766481331011584,0.2450454057044265,254
176,por_ciudadanos,2019-02-21 20:57:00,3,2,# 23F marchamos para abrir las barreras que rodean a # Venezuela para que entre la # AyudaHumanitaria # AyudaHumanitariaParaVenezuela @ AEVMex @ vstmundo @ Comexdh 10:30 ampic.twitter.com/khKVKtaY8i,,@ @ @,# # # #,1098763726646239232,https://twitter.com/por_ciudadanos/status/1098763726646239232,0.4287229618080541,198
177,josecriollo28,2019-02-21 20:54:00,0,0,El nuevo grito nacional. # 21Feb # 23F # Venezuela # AyudaHumanitaria # AyudaVenezuela # AyudaYLibertadpic.twitter.com/SAbCCNbe65,,,# # # # # #,1098762996300636167,https://twitter.com/josecriollo28/status/1098762996300636167,0.15348666640131048,129
178,horacioprez1,2019-02-21 20:49:00,0,0,"Yo quiero el bien para # Venezuela, no guerra ni sangre, sino paz y sensatez. Te ofrezco una oración por intercecsión de la Reina de las Americas al Buen Dios para que lo logres Venezuela. # 23F de vida.",,,# #,1098761617993621509,https://twitter.com/horacioprez1/status/1098761617993621509,0.3087176230778272,203
179,josecriollo28,2019-02-21 20:48:00,7,10,[VIDEO] Avion con ayuda humanitaria arribando a Curaçao. # 21Feb # 23F # AyudaHumanitaria # Venezuela # AyudaVenezuelapic.twitter.com/OfbGw9uizE,,,# # # # #,1098761355245563904,https://twitter.com/josecriollo28/status/1098761355245563904,0.1592304823083526,144
180,Slava_Zambrano,2019-02-21 20:39:00,0,3,"# CaravanaHumanitaria va desde Caracas a la frontera, la GNB/PNB hacen todo por detenerla # LosBuenosSomosMas # 23F # AyudaHumanitaria # AyudaHumanitariaParaVenezuela # VenezuelaAidLive # Venezuela",,,# # # # # # #,1098759211335462912,https://twitter.com/Slava_Zambrano/status/1098759211335462912,0.1388704730698752,197
181,LasNoticiasFl,2019-02-21 20:39:00,1,0,# 23f día histórico para # Venezuela y nosotros estaremos compartiendo momento a momento las incidencias desde # Cucuta junto a nuestro aliado vnzla3color a través de todas las redes sociales… https://www.instagram.com/p/BuKnoIzlhak/?utm_source=ig_twitter_share&igshid=wl635mdpbj0h …,,,# # #,1098759051620433921,https://twitter.com/LasNoticiasFl/status/1098759051620433921,0.31050115530449784,283
182,RT_America,2019-02-21 20:30:00,7,11,Guaido vows to bring aid himself from Colombia (VIDEO) https://youtu.be/SpVXGT_R_7s @ scottienhughes @ saramdo17 # NVHughes # QuestionMore # Venezuela # 23F pic.twitter.com/OfqjqIqMKt,,@ @,# # # #,1098756761136259072,https://twitter.com/RT_America/status/1098756761136259072,0.00497221411952422,183
183,IsaCNN,2019-02-21 20:17:00,0,0,"Colombia will close four border crossings into Venezuela on Saturday from 5am to midnight “to ensure citizen security, maintain the tranquility of the border and ensure the proper delivery of humanitarian aid to # Venezuela” # 23F",,,# #,1098753507090403328,https://twitter.com/IsaCNN/status/1098753507090403328,0.03487545254030122,230
184,VenezuelaUnite1,2019-02-21 20:14:00,0,0,Un poco de humor nunca está de más # venezueladesperto # madurodictador # 23f # venezuela # venezuelaunited en Venezuela https://www.instagram.com/p/BuKkyjmn8oD/?utm_source=ig_twitter_share&igshid=ddesm9tuvk5k …,,,# # # # #,1098752809787408390,https://twitter.com/VenezuelaUnite1/status/1098752809787408390,0.1683278296414058,211
185,MarlonEcorrea,2019-02-21 20:08:00,1,0,# AHORA Exjefe de inteligencia militar de # Venezuela abandona a # Maduro y denuncia corrupción y narcotráfico en el gobierno. # 23F ⁦ @ pcorrea7⁩https://www.nytimes.com/es/2019/02/21/venezuela-maduro-hugo-carvajal?smid=fb-share-es&sfns=mo …,,@,# # # #,1098751367877926912,https://twitter.com/MarlonEcorrea/status/1098751367877926912,0.0046803533993719755,241
186,beatrizbecerrab,2019-02-21 20:04:00,292,348,Esta noticia tiene un enorme calado y recorrido. Definitivamente el # 23F será el punto no retorno para la transición en # Venezuela. No dejen de seguir la información de @ garcirrey en @ elconfidencialhttps://twitter.com/garcirrey/status/1098683145279422464 …,,@ @,# #,1098750375576961024,https://twitter.com/beatrizbecerrab/status/1098750375576961024,0.21641186554289096,260
187,DouglasJimenez,2019-02-21 19:57:00,8,4,# SANDIEGO! Los Sandieganos salimos este # 23F TODOS a la Av Bolívar en respaldo a la # AyudaHumanitaria aquí nadie se rinde los Sandieganos NO están solos # SiHayFuturo # carabobo # caracas # venezuela # valencia # naguanagua # chacao # elhatillo # barutapic.twitter.com/QedzFqB70a,,,# # # # # # # # # # # #,1098748596692926469,https://twitter.com/DouglasJimenez/status/1098748596692926469,0.7552635833173194,282
188,hugomarivil,2019-02-21 19:51:00,1,1,Un gran abrazo @ dannyramirez7 y sigue luchando desde # Chile por la # Libertad de tu querida # Venezuela # 23F @ comunidadenmovpic.twitter.com/vHmxeaGbHk,,@ @,# # # #,1098747181459275782,https://twitter.com/hugomarivil/status/1098747181459275782,0.5380646677914976,154
189,EnDirectoVE,2019-02-21 19:47:00,2,1,"UN GOBIERNO ILEGITIMADO POR MAS DEL 71% DE PAISES MIEMBROS DE ESTAS MISMAS ORGANIZACIONES NO PUEDE ACEPTAR, FIRMAR NI MANEJAR DECISIONES CONSTITUCIONALES, ASI QUE SEÑORES VAMOS BIEN. NO SE DISTRAIGAN # 23F # VenezuelaAidLive # venezuela # HugoCarvajal # delsa # Venezuela # 21Feb",,,# # # # # # #,1098745986741141504,https://twitter.com/EnDirectoVE/status/1098745986741141504,0.0008211166267625236,279
190,cd_heydrich,2019-02-21 19:31:00,0,0,"No sé por qué tengo la impresión que el tal # 23F no va a ser más qué otra “tomada de pelo” sobre alguna posible solución de la situación en # Venezuela, ¡ojalá me esté equivocando! pic.twitter.com/nKk6bO9c1Q",,,# #,1098741997760843777,https://twitter.com/cd_heydrich/status/1098741997760843777,0.09921320642631752,208
191,Karcelparatodos,2019-02-21 19:26:00,1,3,"Te queda esto @ NicolasMaduro . A La Habana por la tuya o a Guantánamo esposado con los Seals. No sé, fijate... # Venezuela # 23F # GuardiaNacional # GuaidoPresidentepic.twitter.com/yPVijCFEsw",,@,# # # #,1098740820918894592,https://twitter.com/Karcelparatodos/status/1098740820918894592,0.007286237763296783,192
192,Leia_cl,2019-02-21 19:21:00,0,0,"Gutiérrez y Hirsch ! Miserables, no encuentro otro calificativo... # 23F # Venezuela",,,# #,1098739621498945536,https://twitter.com/Leia_cl/status/1098739621498945536,0.7144967443250387,84
193,SoyNewmanPerez,2019-02-21 19:19:00,5,19,LA FRONTERA LA CERRARON ahorita a las 8PM es probable que mañana también esté cerrada durante el día # Venezuela # Cucuta # 21F # 22F # 23F # AyudaHumanitaria https://www.instagram.com/p/BuKeJmgFfF4/?utm_source=ig_twitter_share&igshid=1kdvs182is9fp …,,,# # # # # #,1098739044303826944,https://twitter.com/SoyNewmanPerez/status/1098739044303826944,0.06099329646715588,250
194,OscarMachon,2019-02-21 19:07:00,6,1,"# PoliticaSV Diputadas del @ FMLNoficial Nidia Díaz y Karina Sosa esta tarde en plenaria de @ AsambleaSV ,Díaz sostiene una banderilla que reza:No a la intervención en # Venezuela,donde el próximo sábado # 23F ingresaría una # CaravanaHumanitaria de ayuda de los EEUU @ ElMundoSVpic.twitter.com/Bp4m2kjHJv",,@ @ @,# # # #,1098736096102502400,https://twitter.com/OscarMachon/status/1098736096102502400,0.032236342992648055,305
195,CarlosAlvarez92,2019-02-21 19:01:00,1,1,"# 21Feb Nicolás Maduro anunciando días de fiestas de carnaval y el sabe que nosotros los # Venezolanos no estamos para eso, aquí lo que hay es una crisis humanitaria o emergencia compleja en # Venezuela. Así que Este # 23F # DejaPasarLaAyudaHumanitaria # FelizJueves ¡ # VamosBien!",,,# # # # # # #,1098734424496181249,https://twitter.com/CarlosAlvarez92/status/1098734424496181249,0.10316185132856698,281
